Category,Entity,Question,Answer
gov_agencies,Central_Intelligence_Agency,Name the person(s) who served as the Director of the Central Intelligence Agency of the Central Intelligence Agency in 2018.,"Gina Haspel, Mike Pompeo"
gov_agencies,Central_Intelligence_Agency,Name the person(s) who served as the General Counsel of the Central Intelligence Agency in 2014.,"Stephen W. Preston, Robert Joseph Eatinger, Jr."
gov_agencies,Central_Intelligence_Agency,Which individual(s) served as the Deputy Director of the Central Intelligence Agency in the Central Intelligence Agency in 2018?,"Gina Haspel, Vaughn Bishop"
gov_agencies,Central_Intelligence_Agency,Name the person(s) who served as the Deputy Director of the Central Intelligence Agency of the Central Intelligence Agency in 2013.,Michael Morell
gov_agencies,Central_Intelligence_Agency,Name the person(s) who served as the Director of National Intelligence of the Central Intelligence Agency in 2012.,James Clapper
gov_agencies,Central_Intelligence_Agency,Which individual(s) served as the Director of National Intelligence in the Central Intelligence Agency in 2021?,Avril Haines
gov_agencies,Central_Intelligence_Agency,"Who was the General Counsel before Robert Joseph Eatinger, Jr.?",Stephen W. Preston
gov_agencies,Central_Intelligence_Agency,Who was the General Counsel before Stephen W. Preston?,John A. Rizzo
gov_agencies,Central_Intelligence_Agency,Who held the position of Deputy Director of the Central Intelligence Agency prior to Michael J. Morell?,Stephen Kappes
gov_agencies,Central_Intelligence_Agency,Who held the position of Deputy Director of the Central Intelligence Agency prior to Michael Morell?,Michael J. Morell
gov_agencies,Central_Intelligence_Agency,Who was the Director of the Central Intelligence Agency after Michael Morell?,John O. Brennan
gov_agencies,Central_Intelligence_Agency,Who succeeded Avril Haines as the Deputy Director of the Central Intelligence Agency?,Gina Haspel
gov_agencies,Central_Intelligence_Agency,Who succeeded Stephen W. Preston as the General Counsel?,"Robert Joseph Eatinger, Jr."
gov_agencies,Central_Intelligence_Agency,How many people served as the General Counsel?,6
gov_agencies,Central_Intelligence_Agency,How many individuals held the position of Director of the Central Intelligence Agency?,7
gov_agencies,Central_Intelligence_Agency,How many individuals held the position of Deputy Director of the Central Intelligence Agency?,8
gov_agencies,Central_Intelligence_Agency,How many individuals held the position of Associate Deputy Director?,3
gov_agencies,Central_Intelligence_Agency,Name the people who served as Associate Deputy Director between 2008 and 2012?(including both the years),"V. Sue Bromley, Stephanie O'Sullivan, Scott White"
gov_agencies,Central_Intelligence_Agency,Who were the individuals who held the position of Director of National Intelligence between 2008 and 2010?(including both the years),"John Michael McConnell, Dennis Blair"
gov_agencies,Central_Intelligence_Agency,Name the people who served as Deputy Director of the Central Intelligence Agency between 2008 and 2012?(including both the years),"Michael Morell, Stephen Kappes, Michael J. Morell"
gov_agencies,Central_Intelligence_Agency,Name the people who served as Associate Deputy Director between 2012 and 2014?(including both the years),V. Sue Bromley
gov_agencies,Central_Intelligence_Agency,"Who held the position of Associate Deputy Director for the shortest duration? (Assume that tenure for a position starts when the person appears in the timeline in that role and ends when either the timeline ends, or someone else replaces him.)",V. Sue Bromley
gov_agencies,Central_Intelligence_Agency,"Which person had the longest tenure as General Counsel?(Assume that tenure for a position starts when the person appears in the timeline in that role and ends when either the timeline ends, or someone else replaces him.)","Robert Joseph Eatinger, Jr."
gov_agencies,Central_Intelligence_Agency,"Who held the position of Director of National Intelligence for the shortest duration? (Assume that tenure for a position starts when the person appears in the timeline in that role and ends when either the timeline ends, or someone else replaces him.)",Avril Haines
gov_agencies,Central_Intelligence_Agency,"Who held the position of Associate Deputy Director for the longest duration? (Assume that tenure for a position starts when the person appears in the timeline in that role and ends when either the timeline ends, or someone else replaces him.)",Stephanie O'Sullivan
gov_agencies,Cabinet_Office,Which individual(s) served as the Deputy Prime Minister of the United Kingdom during the tenure of Rt Hon. Nigel Adams as the  Minister of State without Portfolio?,"Rt Hon. Therese Coffey MP, Rt Hon. Dominic Raab MP"
gov_agencies,Cabinet_Office,Name the person(s) who served as the Minister of State without Portfolio when Rt Hon. Jeremy Quin MP was the Secretary of State in the Cabinet Office.,"Rt Hon. Nigel Adams, Rt Hon. Gavin Williamson"
gov_agencies,Cabinet_Office,Name the person(s) who served as the Paymaster General when Simon Case was the Cabinet Secretary (United Kingdom).,"Rt Hon. Edward Argar QC MP, Rt Hon. Jeremy Quin MP, Rt Hon. Michael Ellis"
gov_agencies,Cabinet_Office,Name the person(s) who served as the Deputy Prime Minister of the United Kingdom when Alex Chisholm was the Cabinet Office Permanent Secretary.,"Rt Hon. Therese Coffey MP, Rt Hon. Dominic Raab MP"
gov_agencies,Cabinet_Office,Name the person(s) who served as the Minister for the Cabinet Office when Rt Hon. Oliver Dowden MP was the Paymaster General.,Rt Hon. Oliver Dowden MP
gov_agencies,Cabinet_Office,Which individual(s) served as the Prime Minister of the United Kingdom during the tenure of Rt Hon. Francis Maude as the  Paymaster General?,Rt Hon. David Cameron MP
gov_agencies,Cabinet_Office,Which individual(s) served as the Prime Minister of the United Kingdom during the tenure of Rt Hon. David Lidington as the  Minister for the Cabinet Office?,Rt Hon. Theresa May MP
gov_agencies,Cabinet_Office,Which individual(s) held the position of Minister for the Cabinet Office while Simon Case was the Cabinet Secretary (United Kingdom) and Rt Hon. Boris Johnson MP was the Prime Minister of the United Kingdom?,"Rt Hon. Michael Ellis, Rt Hon. Stephen Barclay MP"
gov_agencies,Cabinet_Office,Which individual(s) held the position of Minister for the Cabinet Office while Alex Chisholm was the Cabinet Office Permanent Secretary and Rt Hon. Boris Johnson MP was the Prime Minister of the United Kingdom?,"Rt Hon. Michael Ellis, Rt Hon. Stephen Barclay MP"
gov_agencies,Cabinet_Office,Which individual(s) held the position of Minister for the Cabinet Office while Rt Hon. Boris Johnson MP was the Prime Minister of the United Kingdom and Rt Hon. Stephen Barclay MP was the Chancellor of the Duchy of Lancaster?,"Rt Hon. Michael Ellis, Rt Hon. Stephen Barclay MP"
gov_agencies,Cabinet_Office,Which individual(s) held the position of Minister of State for Brexit Opportunities and Government Efficiency while Rt Hon. Stephen Barclay MP was the Chancellor of the Duchy of Lancaster and Rt Hon. Michael Ellis was the Minister for the Cabinet Office?,Rt Hon. Jacob Rees-Mogg MP
gov_agencies,Cabinet_Office,Which individual(s) held the position of Chancellor of the Duchy of Lancaster while Rt Hon. Dominic Raab MP was the Deputy Prime Minister of the United Kingdom and Rt Hon. Jeremy Quin MP was the Minister for the Cabinet Office?,Rt Hon. Oliver Dowden MP
gov_agencies,Cabinet_Office,Which individual(s) held the positions of Secretary of State in the Cabinet Office and Paymaster General simultaneously?,Rt Hon. Jeremy Quin MP
gov_agencies,Cabinet_Office,Which individual(s) held the positions of Minister for the Cabinet Office and Secretary of State in the Cabinet Office simultaneously?,Rt Hon. Jeremy Quin MP
gov_agencies,Cabinet_Office,Which individual(s) held the positions of Minister for the Cabinet Office and Chancellor of the Duchy of Lancaster simultaneously?,"Rt Hon. David Lidington, Rt Hon. Stephen Barclay MP"
gov_agencies,Cabinet_Office,Which individual(s) held the positions of Minister for the Cabinet Office and Paymaster General simultaneously?,"Rt Hon. Edward Argar QC MP, Rt Hon. Michael Ellis, Rt Hon. Jeremy Quin MP, Rt Hon. Francis Maude, Rt Hon. Oliver Dowden MP"
gov_agencies,Cabinet_Office,Which individual(s) served first as the Secretary of State in the Cabinet Office and later as the Paymaster General?,Rt Hon. Jeremy Quin MP
gov_agencies,Cabinet_Office,Which individual(s) served first as the Secretary of State in the Cabinet Office and later as the Minister for the Cabinet Office?,Rt Hon. Jeremy Quin MP
gov_agencies,Cabinet_Office,Which individual(s) served first as the Minister for the Cabinet Office and later as the Chancellor of the Duchy of Lancaster?,Rt Hon. Oliver Dowden MP
gov_agencies,Cabinet_Office,Which position(s) did Rt Hon. David Cameron MP hold when Rt Hon. Francis Maude was Minister for the Cabinet Office?,Prime Minister of the United Kingdom
gov_agencies,Cabinet_Office,Which position(s) did Rt Hon. Theresa May MP hold when Sir John Manzoni KCB was Cabinet Office Permanent Secretary?,Prime Minister of the United Kingdom
gov_agencies,Cabinet_Office,Which position(s) did Rt Hon. Stephen Barclay MP hold when Rt Hon. Dominic Raab MP was Deputy Prime Minister of the United Kingdom?,"Chancellor of the Duchy of Lancaster, Minister for the Cabinet Office"
gov_agencies,Cabinet_Office,"How long did Rt Hon. Stephen Barclay MP served as Minister for the Cabinet Office of Cabinet Office?(Answer in number of days.)(Assume that tenure for a position starts when the person appears in the timeline in that role and ends when either the timeline ends, or someone else replaces him.)",135 days
gov_agencies,Cabinet_Office,"How long did Rt Hon. Thomas Galbraith (The Lord Strathclyde) served as Chancellor of the Duchy of Lancaster of Cabinet Office?(Answer in number of days.)(Assume that tenure for a position starts when the person appears in the timeline in that role and ends when either the timeline ends, or someone else replaces him.)",1208 days
gov_agencies,Cabinet_Office,"How long did Rt Hon. Francis Maude served as Minister for the Cabinet Office of Cabinet Office?(Answer in number of days.)(Assume that tenure for a position starts when the person appears in the timeline in that role and ends when either the timeline ends, or someone else replaces him.)",2559 days
gov_agencies,Cabinet_Office,"How long did Rt Hon. Boris Johnson MP served as Prime Minister of the United Kingdom of Cabinet Office?(Answer in number of days.)(Assume that tenure for a position starts when the person appears in the timeline in that role and ends when either the timeline ends, or someone else replaces him.)",955 days
gov_agencies,Cabinet_Office,Which individual(s) served as the Paymaster General in the Cabinet Office in 2022?,"Rt Hon. Edward Argar QC MP, Rt Hon. Jeremy Quin MP, Rt Hon. Michael Ellis"
gov_agencies,Cabinet_Office,Which individual(s) served as the Minister of State without Portfolio in the Cabinet Office in 2022?,"Rt Hon. Nigel Adams, Rt Hon. Gavin Williamson"
gov_agencies,Cabinet_Office,Which individual(s) served as the Prime Minister of the United Kingdom in the Cabinet Office in 2022?,"Rt Hon. Boris Johnson MP, Rt Hon. Rishi Sunak MP, Rt Hon. Liz Truss MP"
gov_agencies,Cabinet_Office,Which individual(s) served as the Chancellor of the Duchy of Lancaster in the Cabinet Office in 2022?,"Rt Hon. Nadhim Zahawi MP, Rt Hon. Oliver Dowden MP, Rt Hon. Stephen Barclay MP"
gov_agencies,Cabinet_Office,Name the person(s) who served as the Cabinet Office Permanent Secretary of the Cabinet Office in 2011.,Ian Watmore
gov_agencies,Cabinet_Office,Which individual(s) served as the Chancellor of the Duchy of Lancaster in the Cabinet Office in 2011?,Rt Hon. Thomas Galbraith (The Lord Strathclyde)
gov_agencies,Cabinet_Office,Name the person(s) who served as the Minister for the Cabinet Office of the Cabinet Office in 2020.,Rt Hon. Oliver Dowden MP
gov_agencies,Cabinet_Office,Who held the position of Paymaster General prior to Rt Hon. Edward Argar QC MP?,Rt Hon. Michael Ellis
gov_agencies,Cabinet_Office,Who was the Prime Minister of the United Kingdom before Rt Hon. Rishi Sunak MP?,Rt Hon. Liz Truss MP
gov_agencies,Cabinet_Office,Who was the Chancellor of the Duchy of Lancaster before Rt Hon. Nadhim Zahawi MP?,Rt Hon. Stephen Barclay MP
gov_agencies,Cabinet_Office,Who was the Minister for the Cabinet Office before Rt Hon. Stephen Barclay MP?,Rt Hon. Oliver Dowden MP
gov_agencies,Cabinet_Office,Who succeeded Rt Hon. Edward Argar QC MP as the Minister for the Cabinet Office?,Rt Hon. Jeremy Quin MP
gov_agencies,Cabinet_Office,Who was the Minister for the Cabinet Office after Rt Hon. Stephen Barclay MP?,Rt Hon. Michael Ellis
gov_agencies,Cabinet_Office,Who succeeded Rt Hon. Oliver Dowden MP as the Paymaster General?,Rt Hon. Michael Ellis
gov_agencies,Cabinet_Office,Who succeeded Sir Mark Sedwill KCMG as the Cabinet Secretary (United Kingdom)?,Simon Case
gov_agencies,Cabinet_Office,How many individuals held the position of Cabinet Secretary (United Kingdom)?,4
gov_agencies,Cabinet_Office,How many people served as the Minister of State without Portfolio?,4
gov_agencies,Cabinet_Office,How many individuals held the position of Continuing United Kingdom relationship with the European Union?,1
gov_agencies,Cabinet_Office,How many individuals held the position of Deputy Prime Minister of the United Kingdom?,6
gov_agencies,Cabinet_Office,Who were the individuals who held the position of Continuing United Kingdom relationship with the European Union between 2020 and 2022?(including both the years),David Frost (British diplomat)
gov_agencies,Cabinet_Office,Who were the individuals who held the position of Cabinet Office Permanent Secretary between 2020 and 2022?(including both the years),"Alex Chisholm, Sir John Manzoni KCB"
gov_agencies,Cabinet_Office,Name the people who served as Cabinet Secretary (United Kingdom) between 2011 and 2014?(including both the years),"Jeremy Heywood, Sir Gus O'Donnell"
gov_agencies,Cabinet_Office,Who were the individuals who held the position of Cabinet Office Permanent Secretary between 2011 and 2021?(including both the years),"Ian Watmore, Richard Heaton, CB, Sir John Manzoni KCB, Alex Chisholm"
gov_agencies,Cabinet_Office,"Which person had the shortest tenure as Cabinet Office Permanent Secretary?(Assume that tenure for a position starts when the person appears in the timeline in that role and ends when either the timeline ends, or someone else replaces him.)",Alex Chisholm
gov_agencies,Cabinet_Office,"Which person had the longest tenure as Chancellor of the Duchy of Lancaster?(Assume that tenure for a position starts when the person appears in the timeline in that role and ends when either the timeline ends, or someone else replaces him.)",Rt Hon. Jonathan Hill (The Lord Hill of Oareford)
gov_agencies,Cabinet_Office,"Which person had the longest tenure as Minister without Portfolio?(Assume that tenure for a position starts when the person appears in the timeline in that role and ends when either the timeline ends, or someone else replaces him.)",Rt Hon. James Cleverly MP
gov_agencies,HM_Treasury,Name the person(s) who served as the First Lord of the Treasury when Tom Scholar was the Permanent Secretary to the Treasury.,"The Rt Hon. Boris Johnson MP, The Rt Hon. Theresa May MP"
gov_agencies,HM_Treasury,Name the person(s) who served as the Exchequer Secretary to the Treasury when Tom Scholar was the Permanent Secretary to the Treasury.,"Office-Not-In-Use, Kemi Badenoch MP, Andrew Jones"
gov_agencies,HM_Treasury,"Name the person(s) who served as the Economic Secretary to the Treasury when Philip Hammond was the Second Lord of the Treasury, Chancellor of the Exchequer.","The Rt Hon. Stephen Barclay MP, Simon Kirby"
gov_agencies,HM_Treasury,Which individual(s) served as the Financial Secretary to the Treasury during the tenure of The Rt Hon. Stephen Barclay MP as the  Economic Secretary to the Treasury?,The Rt Hon. Mel Stride
gov_agencies,HM_Treasury,Name the person(s) who served as the Minister for the Cabinet Office when The Rt Hon. Stephen Barclay MP was the Economic Secretary to the Treasury.,The Rt Hon. Damian Green
gov_agencies,HM_Treasury,Name the person(s) who served as the Exchequer Secretary to the Treasury when The Rt Hon. Boris Johnson MP was the First Lord of the Treasury.,Kemi Badenoch MP
gov_agencies,HM_Treasury,"Which individual(s) held the position of Chief Secretary to the Treasury while James Bowler (civil servant) was the Permanent Secretary to the Treasury and Jeremy Hunt was the Second Lord of the Treasury, Chancellor of the Exchequer?","John Glen, The Rt Hon. Edward Argar MP"
gov_agencies,HM_Treasury,"Which individual(s) held the position of Financial Secretary to the Treasury while Tom Scholar was the Permanent Secretary to the Treasury and Philip Hammond was the Second Lord of the Treasury, Chancellor of the Exchequer?","Jane Ellison, The Rt Hon. Mel Stride"
gov_agencies,HM_Treasury,Which individual(s) held the position of Economic Secretary to the Treasury while Tom Scholar was the Permanent Secretary to the Treasury and The Rt Hon. Theresa May MP was the First Lord of the Treasury?,"The Rt Hon. Stephen Barclay MP, Simon Kirby"
gov_agencies,HM_Treasury,Which individual(s) held the position of Minister for the Cabinet Office while Tom Scholar was the Permanent Secretary to the Treasury and The Rt Hon. Theresa May MP was the First Lord of the Treasury?,"The Rt Hon. Ben Gummer, The Rt Hon. Damian Green"
gov_agencies,HM_Treasury,Which individual(s) held the position of Chief Secretary to the Treasury while James Bowler (civil servant) was the Permanent Secretary to the Treasury and Victoria Atkins was the Financial Secretary to the Treasury?,John Glen
gov_agencies,HM_Treasury,Which individual(s) held the position of First Lord of the Treasury while James Bowler (civil servant) was the Permanent Secretary to the Treasury and John Glen was the Chief Secretary to the Treasury?,The Rt Hon. Rishi Sunak MP
gov_agencies,HM_Treasury,"Which individual(s) held the position of Economic Secretary to the Treasury while George Osborne was the Second Lord of the Treasury, Chancellor of the Exchequer and The Rt Hon. David Cameron MP was the First Lord of the Treasury?",The Rt Hon. Andrea Leadsom
gov_agencies,HM_Treasury,Which individual(s) served first as the Chief Secretary to the Treasury and later as the First Lord of the Treasury?,The Rt Hon. Lizz Truss MP
gov_agencies,HM_Treasury,Which individual(s) served first as the Economic Secretary to the Treasury and later as the Chief Secretary to the Treasury?,"The Rt Hon. Stephen Barclay MP, John Glen"
gov_agencies,HM_Treasury,"Name the person(s) who first served as Second Lord of the Treasury, Chancellor of the Exchequer and then later as First Lord of the Treasury.",The Rt Hon. Rishi Sunak MP
gov_agencies,HM_Treasury,What position(s) did The Rt Hon. Stephen Barclay MP occupy while Andrew Jones was serving as the Exchequer Secretary to the Treasury?,Economic Secretary to the Treasury
gov_agencies,HM_Treasury,Which position(s) did John Glen hold when The Rt Hon. Rishi Sunak MP was First Lord of the Treasury?,Chief Secretary to the Treasury
gov_agencies,HM_Treasury,"What position(s) did The Rt Hon. Lizz Truss MP occupy while Kwasi Kwarteng was serving as the Second Lord of the Treasury, Chancellor of the Exchequer?",First Lord of the Treasury
gov_agencies,HM_Treasury,What position(s) did Tom Scholar occupy while Andrew Jones was serving as the Exchequer Secretary to the Treasury?,Permanent Secretary to the Treasury
gov_agencies,HM_Treasury,"How long did The Rt Hon. David Cameron MP served as First Lord of the Treasury of HM Treasury?(Answer in number of days.)(Assume that tenure for a position starts when the person appears in the timeline in that role and ends when either the timeline ends, or someone else replaces him.)",688 days
gov_agencies,HM_Treasury,"What was the duration of The Rt Hon. Danny Alexander MP's tenure as Chief Secretary to the Treasury at the HM Treasury?(Answer in the number of days.) (Assume that tenure for a position starts when the person appears in the timeline in that role and ends when either the timeline ends, or someone else replaces him.)",688 days
gov_agencies,HM_Treasury,"How long did The Rt Hon. Ben Gummer served as Minister for the Cabinet Office of HM Treasury?(Answer in number of days.)(Assume that tenure for a position starts when the person appears in the timeline in that role and ends when either the timeline ends, or someone else replaces him.)",179 days
gov_agencies,HM_Treasury,Name the person(s) who served as the Financial Secretary to the Treasury of the HM Treasury in 2022.,"Lucy Frazer, Andrew Griffith, The Rt Hon. Jesse Norman MP"
gov_agencies,HM_Treasury,"Name the person(s) who served as the Second Lord of the Treasury, Chancellor of the Exchequer of the HM Treasury in 2022.","Jeremy Hunt, Kwasi Kwarteng, The Rt Hon. Rishi Sunak MP"
gov_agencies,HM_Treasury,Which individual(s) served as the Economic Secretary to the Treasury in the HM Treasury in 2023?,"Richard Fuller, Andrew Griffith"
gov_agencies,HM_Treasury,Name the person(s) who served as the First Lord of the Treasury of the HM Treasury in 2020.,The Rt Hon. Boris Johnson MP
gov_agencies,HM_Treasury,Name the person(s) who served as the Permanent Secretary to the Treasury of the HM Treasury in 2020.,Tom Scholar
gov_agencies,HM_Treasury,Which individual(s) served as the Economic Secretary to the Treasury in the HM Treasury in 2015?,The Rt Hon. Andrea Leadsom
gov_agencies,HM_Treasury,Who was the Exchequer Secretary to the Treasury before Office-Not-In-Use?,The Rt Hon. Priti Patel
gov_agencies,HM_Treasury,"Who held the position of Second Lord of the Treasury, Chancellor of the Exchequer prior to The Rt Hon. Rishi Sunak MP?",Philip Hammond
gov_agencies,HM_Treasury,Who was the Financial Secretary to the Treasury before Victoria Atkins?,Andrew Griffith
gov_agencies,HM_Treasury,Who succeeded The Rt Hon. Lizz Truss MP as the First Lord of the Treasury?,The Rt Hon. Rishi Sunak MP
gov_agencies,HM_Treasury,Who was the Exchequer Secretary to the Treasury after Kemi Badenoch MP?,Felicity Buchan
gov_agencies,HM_Treasury,"Who was the Second Lord of the Treasury, Chancellor of the Exchequer after The Rt Hon. Rishi Sunak MP?",Kwasi Kwarteng
gov_agencies,HM_Treasury,Who succeeded Nicholas Macpherson as the Permanent Secretary to the Treasury?,Tom Scholar
gov_agencies,HM_Treasury,How many people served as the Minister for the Cabinet Office#?,1
gov_agencies,HM_Treasury,How many individuals held the position of Economic Secretary to the Treasury?,6
gov_agencies,HM_Treasury,How many individuals held the position of Exchequer Secretary to the Treasury?,6
gov_agencies,HM_Treasury,How many people served as the Permanent Secretary to the Treasury?,4
gov_agencies,HM_Treasury,Who were the individuals who held the position of Financial Secretary to the Treasury between 2017 and 2020?(including both the years),"Jane Ellison, The Rt Hon. Jesse Norman MP, The Rt Hon. Mel Stride"
gov_agencies,HM_Treasury,Who were the individuals who held the position of Financial Secretary to the Treasury between 2021 and 2023?(including both the years),"The Rt Hon. Jesse Norman MP, Lucy Frazer, Victoria Atkins, Andrew Griffith"
gov_agencies,HM_Treasury,Name the people who served as Financial Secretary to the Treasury between 2017 and 2022?(including both the years),"Jane Ellison, Lucy Frazer, The Rt Hon. Jesse Norman MP, Andrew Griffith, The Rt Hon. Mel Stride"
gov_agencies,HM_Treasury,Who were the individuals who held the position of Minister for the Cabinet Office between 2015 and 2022?(including both the years),"The Rt Hon. Ben Gummer, The Rt Hon. Damian Green, The Rt Hon. Edward Argar, The Rt Hon. Jeremy Quin, The Rt Hon. Francis Maude, The Rt Hon. Michael Gove"
gov_agencies,HM_Treasury,"Who held the position of Minister for the Cabinet Office# for the shortest duration? (Assume that tenure for a position starts when the person appears in the timeline in that role and ends when either the timeline ends, or someone else replaces him.)",The Rt Hon. Michael Gove
gov_agencies,HM_Treasury,"Who held the position of Minister for the Cabinet Office for the shortest duration? (Assume that tenure for a position starts when the person appears in the timeline in that role and ends when either the timeline ends, or someone else replaces him.)",The Rt Hon. Edward Argar
gov_agencies,HM_Treasury,"Who held the position of Economic Secretary to the Treasury for the longest duration? (Assume that tenure for a position starts when the person appears in the timeline in that role and ends when either the timeline ends, or someone else replaces him.)",The Rt Hon. Stephen Barclay MP
economy,Economy_of_Bhutan,Tell me the highest revenue figures Bhutan achieved during the year when the timeline shows the highest inflation figures.,$407.1 million
economy,Economy_of_Bhutan,What was Bhutan's lowest imports during the year when its expenses was at its highest?,$1.025 billion
economy,Economy_of_Bhutan,What was Bhutan's highest revenue during the year when its gdp was at its lowest?,$407.1 million
economy,Economy_of_Bhutan,What was Bhutan's lowest gdp during the year when its imports was at its lowest?,$2.627 billion
economy,Economy_of_Bhutan,What was Bhutan's highest debt during the year when its exports was at its lowest?,81.4% of GDP
economy,Economy_of_Bhutan,In which years was the Bhutan's revenue the lowest?,"2007, 2013"
economy,Economy_of_Bhutan,In which years was the Bhutan's inflation the lowest?,2020
economy,Economy_of_Bhutan,During which years did Bhutan experience its lowest gdp?,2017
economy,Economy_of_Bhutan,During which years did Bhutan experience its highest poverty?,"2007, 2013"
economy,Economy_of_Bhutan,In which years was the Bhutan's revenue the highest?,"2019, 2020"
economy,Economy_of_Bhutan,What was the percentage decrease in Bhutan's poverty from 2013 to 2016?,62.10%
economy,Economy_of_Bhutan,What was the percentage increase in Bhutan's expenses from 2016 to 2020?,20.10%
economy,Economy_of_Bhutan,What was the percentage decrease in Bhutan's poverty from 2013 to 2019?,62.10%
economy,Economy_of_Bhutan,What was the percentage decrease in Bhutan's exports from 2017 to 2019?,14.70%
economy,Economy_of_Bhutan,What was the percentage increase in Bhutan's revenue from 2013 to 2019?,140.90%
economy,Economy_of_Bhutan,"Did the poverty increase, decrease, or remain the same from 2015 to 2016?",remained same
economy,Economy_of_Bhutan,"Did the imports increase, decrease, or remain the same from 2019 to 2020?",remained same
economy,Economy_of_Bhutan,"Did the inflation increase, decrease, or remain the same from 2019 to 2020?",decreased
economy,Economy_of_Bhutan,"Did the gdp increase, decrease, or remain the same from 2016 to 2017?",decreased
economy,Economy_of_Bhutan,"Did the exports increase, decrease, or remain the same from 2015 to 2016?",remained same
economy,Economy_of_Bhutan,"Did the imports increase, decrease, or remain the same from 2015 to 2016?",remained same
economy,Economy_of_Myanmar,Tell me the lowest revenue figures Myanmar achieved during the year when the timeline shows the highest imports figures.,$2.016 billion
economy,Economy_of_Myanmar,What was Myanmar's lowest imports during the year when its revenue was at its lowest?,$5.498 billion
economy,Economy_of_Myanmar,Tell me the lowest expenses figures Myanmar achieved during the year when the timeline shows the lowest imports figures.,$4.272 billion
economy,Economy_of_Myanmar,Tell me the lowest gdp figures Myanmar achieved during the year when the timeline shows the highest imports figures.,$74 billion
economy,Economy_of_Myanmar,Tell me the lowest revenue figures Myanmar achieved during the year when the timeline shows the lowest gdp figures.,$2.016 billion
economy,Economy_of_Myanmar,Tell me the lowest exports figures Myanmar achieved during the year when the timeline shows the highest expenses figures.,$9.543 billion
economy,Economy_of_Myanmar,In which years was the Myanmar's exports the highest?,"2022, 2020, 2021"
economy,Economy_of_Myanmar,In which years was the Myanmar's exports the lowest?,"2012, 2013"
economy,Economy_of_Myanmar,In which years was the Myanmar's revenue the lowest?,"2022, 2018, 2012, 2017, 2021, 2020, 2013"
economy,Economy_of_Myanmar,During which years did Myanmar experience its lowest gdp?,2022
economy,Economy_of_Myanmar,In which years was the Myanmar's expenses the highest?,"2022, 2018, 2012, 2017, 2021, 2020, 2013"
economy,Economy_of_Myanmar,What was the percentage increase in Myanmar's imports from 2012 to 2018?,306.00%
economy,Economy_of_Myanmar,What was the percentage increase in Myanmar's imports from 2017 to 2018?,59.90%
economy,Economy_of_Myanmar,What was the percentage decrease in Myanmar's gdp from 2017 to 2022?,16.00%
economy,Economy_of_Myanmar,What was the percentage increase in Myanmar's exports from 2012 to 2018?,49.20%
economy,Economy_of_Myanmar,What was the percentage increase in Myanmar's exports from 2013 to 2018?,49.20%
economy,Economy_of_Myanmar,What was the percentage decrease in Myanmar's gdp from 2020 to 2022?,4.50%
economy,Economy_of_Myanmar,"Did the gdp increase, decrease, or remain the same from 2021 to 2022?",decreased
economy,Economy_of_Myanmar,"Did the revenue increase, decrease, or remain the same from 2017 to 2018?",remained same
economy,Economy_of_Myanmar,"Did the imports increase, decrease, or remain the same from 2012 to 2013?",remained same
economy,Economy_of_Myanmar,"Did the revenue increase, decrease, or remain the same from 2020 to 2021?",remained same
economy,Economy_of_Myanmar,"Did the imports increase, decrease, or remain the same from 2020 to 2021?",remained same
economy,Economy_of_Myanmar,"Did the expenses increase, decrease, or remain the same from 2021 to 2022?",remained same
economy,Economy_of_Afghanistan,What was Afghanistan's highest poverty during the year when its debt was at its highest?,53%
economy,Economy_of_Afghanistan,Tell me the lowest expenses figures Afghanistan achieved during the year when the timeline shows the highest revenue figures.,$2.449 billion
economy,Economy_of_Afghanistan,What was Afghanistan's highest gdp during the year when its imports was at its highest?,$29.74 billion
economy,Economy_of_Afghanistan,Tell me the lowest expenses figures Afghanistan achieved during the year when the timeline shows the highest poverty figures.,5.328 billion
economy,Economy_of_Afghanistan,What was Afghanistan's highest exports during the year when its gdp was at its lowest?,$2.012 billion
economy,Economy_of_Afghanistan,Tell me the lowest poverty figures Afghanistan achieved during the year when the timeline shows the highest imports figures.,36%
economy,Economy_of_Afghanistan,In which years was the Afghanistan's imports the highest?,2012
economy,Economy_of_Afghanistan,During which years did Afghanistan experience its highest poverty?,2020
economy,Economy_of_Afghanistan,During which years did Afghanistan experience its lowest imports?,2006
economy,Economy_of_Afghanistan,During which years did Afghanistan experience its highest inflation?,2010
economy,Economy_of_Afghanistan,In which years was the Afghanistan's gdp the highest?,"2016, 2014, 2015"
economy,Economy_of_Afghanistan,During which years did Afghanistan experience its lowest inflation?,2020
economy,Economy_of_Afghanistan,What was the percentage increase in Afghanistan's revenue from 2007 to 2009?,193.30%
economy,Economy_of_Afghanistan,What was the percentage increase in Afghanistan's imports from 2007 to 2017?,24.60%
economy,Economy_of_Afghanistan,What was the percentage increase in Afghanistan's gdp from 2011 to 2012?,8.70%
economy,Economy_of_Afghanistan,What was the percentage decrease in Afghanistan's poverty from 2009 to 2019?,32.50%
economy,Economy_of_Afghanistan,What was the percentage increase in Afghanistan's poverty from 2019 to 2020?,52.20%
economy,Economy_of_Afghanistan,"Did the exports increase, decrease, or remain the same from 2011 to 2012?",remained same
economy,Economy_of_Afghanistan,"Did the gdp increase, decrease, or remain the same from 2015 to 2016?",remained same
